<<<<<<< HEAD
co_id,ch_id
Co0010,Ch0041
Co0011,Ch0040
Co0012,Ch0040
Co0013,Ch0016
Co0014,Ch0016
Co0015,Ch0017
Co0016,Ch0017
Co0017,Ch0017
Co0018,Ch0016
Co0023,Ch0020
Co0024,Ch0019
Co0025,Ch0019
Co0026,Ch0019
Co0027,Ch0013
Co0028,Ch0013
Co0029,Ch0012
Co0030,Ch0011
Co0031,Ch0011
Co0032,Ch0025
Co0033,Ch0025
Co0034,Ch0025
Co0038,Ch0036
Co0039,Ch0036
Co0040,Ch0037
Co0041,Ch0037
Co0042,Ch0037
=======
co_id,ch_id
Co0010,Ch0041
Co0011,Ch0040
Co0012,Ch0040
Co0013,Ch0016
Co0014,Ch0016
Co0015,Ch0017
Co0016,Ch0017
Co0017,Ch0017
Co0018,Ch0016
Co0023,Ch0020
Co0024,Ch0019
Co0025,Ch0019
Co0026,Ch0019
Co0027,Ch0013
Co0028,Ch0013
Co0029,Ch0012
Co0030,Ch0011
Co0031,Ch0011
Co0032,Ch0025
Co0033,Ch0025
Co0034,Ch0025
Co0038,Ch0036
Co0039,Ch0036
Co0040,Ch0037
Co0041,Ch0037
Co0042,Ch0037
>>>>>>> 0da209a65d0dd8ad87df09e1cf051509219da58b
